grupo,texto,link,carga_horaria,tipo
Shell Scripting,Formação Scripting: automatizando tarefas em DevOps,https://www.alura.com.br/formacao-scripting-automatizando-tarefas-devops,29,CURSO
Redes de Computadores - Fundamentos,IBM: Conceitos de rede e comunicação,https://www.ibm.com/docs/pt-br/aix/7.3?topic=management-network-communication-concepts,,SITE
Redes de Computadores - Fundamentos,AWS: O que são redes de computadores?,https://aws.amazon.com/pt/what-is/computer-networking/,,SITE
Redes de Computadores - Fundamentos,Red Hat: O que é gerenciamento de rede?,https://www.redhat.com/pt-br/topics/management/what-is-network-management,,SITE
Redes de Computadores - Fundamentos,Redes de Computadores — Sabendo o básico — Intro,https://medium.com/code-breaker/redes-de-computadores-sabendo-o-b%C3%A1sico-intro-1a7d5653e118,,ARTIGO
Redes de Computadores - Fundamentos,O protocolo TCP/IP,https://joaomarcuraa.medium.com/o-protocolo-tcp-ip-1dc2cdb88b07,,ARTIGO
Redes de Computadores - Fundamentos,Código Fonte TV: IP (Entenda finalmente como funciona o IPv4 e o IPv6) | Dicionário do Programador,https://www.youtube.com/watch?v=O8DmpmBMUSw,,YOUTUBE
Redes de Computadores - Fundamentos,Rede de Computadores - Animação em 3D,https://www.youtube.com/watch?v=Iqcp3k8DgGw,,YOUTUBE
Redes de Computadores - Fundamentos,"Enterprise Networking, Security, and Automation",https://www.netacad.com/pt-br/courses/networking/ccna-enterprise-networking-security-automation,4,CURSO
Redes de Computadores - Fundamentos,"Switching, Routing, and Wireless Essentials",https://www.netacad.com/pt-br/courses/networking/ccna-switching-routing-wireless-essentials,4,CURSO
Redes de Computadores - Fundamentos,Introduction to Networks,https://www.netacad.com/pt-br/courses/networking/ccna-introduction-networks,4,CURSO
Redes de Computadores - Fundamentos,"Rede de computadores: um guia completo sobre o que são, como funcionam e quais cursos fazer na área",https://www.alura.com.br/artigos/rede-de-computadores,,ARTIGO
Redes de Computadores - Fundamentos,Conhecendo algumas topologias de rede,https://www.alura.com.br/artigos/conhecendo-algumas-topologias-de-rede,,ARTIGO
Redes de Computadores - Fundamentos,Como calcular máscaras de sub-rede de forma simples,https://www.alura.com.br/artigos/como-calcular-mascaras-de-sub-rede,,ARTIGO
Redes de Computadores - Fundamentos,Entendendo os padrões de Wi-Fi,https://www.alura.com.br/artigos/entendendo-os-padroes-de-wi-fi,,ARTIGO
Redes de Computadores - Fundamentos,Diferenças entre Hubs e Switches,https://www.alura.com.br/artigos/diferencas-entre-hubs-e-switches,,ARTIGO
Redes de Computadores - Fundamentos,Entendendo os cabos de rede,https://www.alura.com.br/artigos/entendendo-os-cabos-de-rede,,ARTIGO
Redes de Computadores - Fundamentos,"SSH, Telnet e as diferenças para conectar em um servidor",https://www.alura.com.br/artigos/entendendo-as-diferencas-entre-telnet-e-ssh,,ARTIGO
Redes de Computadores - Fundamentos,Formação Redes de Computadores,https://cursos.alura.com.br/formacao-redes,37,CURSO
Contêineres,IBM: Contêineres,https://www.ibm.com/br-pt/cloud/learn/containers,,SITE
Contêineres,HPE: O que são contêineres?,https://www.hpe.com/br/pt/what-is/containers.html,,SITE
Contêineres,Google Cloud: O que são contêineres?,https://cloud.google.com/learn/what-are-containers?hl=pt-br,,SITE
Contêineres,Azure: O que é um contêiner?,https://azure.microsoft.com/pt-br/resources/cloud-computing-dictionary/what-is-a-container/,,SITE
Contêineres,Red Hat: O que é Kubernetes,https://www.redhat.com/pt-br/topics/containers/what-is-kubernetes,,ARTIGO
Contêineres,Azure: O que é Kubernetes?,https://azure.microsoft.com/pt-br/topic/what-is-kubernetes/,,ARTIGO
Contêineres,Kubernetes - Guia de Referência Gratuito,https://renatogroffe.medium.com/kubernetes-guia-de-refer%C3%AAncia-gratuito-a2c1be8e7593,,ARTIGO
Contêineres,Código Fonte TV: Containers // Dicionário do Programador,https://www.youtube.com/watch?v=-pUZBovqRcU,,YOUTUBE
Contêineres,Código Fonte TV: Kubernetes // Dicionário do Programador,https://www.youtube.com/watch?v=mVL0nOM3AGo,,YOUTUBE
Contêineres,Insight Lab: Revisão Docker - Curso de Introdução ao Kubernetes,https://www.youtube.com/watch?v=bcRArpK00OU,,YOUTUBE
Contêineres,Pisani da ArcH: Kubernetes - entenda e comece a arquitetar agora mesmo,https://www.youtube.com/watch?v=XjaqTqm7g58,,YOUTUBE
Contêineres,O que é Kubernetes,https://www.alura.com.br/artigos/o-que-e-kubernetes,,ARTIGO
Contêineres,Criando volumes com Docker,https://www.alura.com.br/artigos/criando-volumes-com-docker,,ARTIGO
Contêineres,Docker Compose para compor uma aplicação,https://www.alura.com.br/artigos/compondo-uma-aplicacao-com-o-docker-compose,,ARTIGO
Contêineres,Alura: O que são Containers?,https://www.youtube.com/watch?v=jv4_sLlGOS0,,YOUTUBE
Contêineres,"Alura: Containers, Docker e Kubernetes (com Giovanni Bassi)",https://www.youtube.com/watch?v=wxLvvMxzc1Q,,YOUTUBE
Contêineres,Hipsters.tech: Containers e Docker - Hipsters 75,https://www.alura.com.br/podcast/hipsterstech-containers-e-docker-hipsters-75-a511,,PODCAST
Contêineres,Hipsters.tech: Kubernetes - Hipsters 177,https://www.alura.com.br/podcast/kubernetes-hipsters-177-a389,,PODCAST
Contêineres,Hipsters.tech: Microsserviços e Kubernetes na Americanas.com - Hipsters On The Road 56,https://www.alura.com.br/podcast/microsservicos-e-kubernetes-na-americanas-com-hipsters-on-the-road-56-a857,,PODCAST
Contêineres,Formação Orquestração de containers com Kubernetes,https://www.alura.com.br/formacao-kubernetes,71,CURSO
Contêineres,Curso Docker: criando e gerenciando containers,https://www.alura.com.br/curso-online-docker-criando-gerenciando-containers,10,CURSO
Contêineres,"Curso Kubernetes: Pods, Services e ConfigMaps",https://www.alura.com.br/curso-online-kubernetes-pods-services-configmap,8,CURSO
Contêineres,"Curso Kubernetes: Deployments, Volumes e Escalabilidade",https://www.alura.com.br/curso-online-kubernetes-deployments-volumes-escalabilidade,8,CURSO
Contêineres,Curso Google Kubernetes Engine,https://www.alura.com.br/curso-online-google-kubernetes-engine-primeiros-passos,8,CURSO
Contêineres,Curso Kubernetes na Digital Ocean: gerenciando aplicações conteinerizadas,https://www.alura.com.br/curso-online-kubernetes-digital-ocean,8,CURSO
Contêineres,Curso Amazon EKS: gerenciando aplicações conteinerizadas com Kubernetes,https://www.alura.com.br/curso-online-amazon-eks-kubernetes,6,CURSO
Contêineres,Curso Azure: gerencie Kubernetes com AKS e ACR,https://www.alura.com.br/curso-online-azure-gerencie-kubernetes-com-aks-acr,12,CURSO
Infraestrutura como código (IaC),O que é infraestrutura como código (IaC)?,https://www.redhat.com/pt-br/topics/automation/what-is-infrastructure-as-code-iac,,ARTIGO
Infraestrutura como código (IaC),Sobrinho de TI: Infrastructure as code (IAC) - Você sabe o que é?,https://www.youtube.com/watch?v=qd9hrsN0w2A,,YOUTUBE
Infraestrutura como código (IaC),IBM Technology: What is Infrastructure as Code? (inglês),https://www.youtube.com/watch?v=zWw2wuiKd5o,,YOUTUBE
Infraestrutura como código (IaC),Um Inventor Qualquer: Infra-as-code com AWS CloudFormation e CDK,https://www.youtube.com/watch?v=GdQ0E-wyNO0,,YOUTUBE
Infraestrutura como código (IaC),Código Fonte TV: Terraform em 10 Minutos | Dicionário do Programador,https://www.youtube.com/watch?v=0EAjJe8aPkc,,YOUTUBE
Infraestrutura como código (IaC),Conhecendo o Terraform,https://www.alura.com.br/artigos/conheca-o-terraform,,ARTIGO
Infraestrutura como código (IaC),GitOps: o que é?,https://www.alura.com.br/artigos/o-que-e-git-ops,,ARTIGO
Infraestrutura como código (IaC),Criando o primeiro ambiente com o Terraform,https://www.alura.com.br/artigos/criando-o-primeiro-ambiente-com-terraform,,ARTIGO
Infraestrutura como código (IaC),Terraform: criando máquinas na Azure,https://www.alura.com.br/artigos/terraform-maquinas-na-azure,,ARTIGO
Infraestrutura como código (IaC),Curso Infraestrutura como código: preparando máquinas na AWS com Ansible e Terraform,https://cursos.alura.com.br/course/infraestrutura-codigo-maquinas-aws-ansible-terraform,8,CURSO
Infraestrutura como código (IaC),Curso Infraestrutura como código: separando ambientes na AWS com Ansible e Terraform,https://cursos.alura.com.br/course/infraestrutura-codigo-aws-ansible-terraform,8,CURSO
Infraestrutura como código (IaC),Curso Infraestrutura como código: montando uma infraestrutura elástica na AWS,https://cursos.alura.com.br/course/infraestrutura-codigo-infraestrutura-elastica-aws,6,CURSO
Infraestrutura como código (IaC),Curso Infraestrutura como código: Docker e Elastic Beanstalk na AWS,https://cursos.alura.com.br/course/infraestrutura-codigo-docker-elastic-beanstalk-aws,8,CURSO
Infraestrutura como código (IaC),"Curso Infraestrutura como código: Terraform, Docker e Elastic Container Service",https://cursos.alura.com.br/course/infraestrutura-codigo-terraform-docker-elastic-container-service-aws,8,CURSO
Infraestrutura como código (IaC),Curso Infraestrutura como código: Terraform e Kubernetes,https://cursos.alura.com.br/course/infraestrutura-codigo-terraform-kubernetes,6,CURSO
Entrega e integração contínuas (CI/CD),O que é CI/CD?,https://www.redhat.com/pt-br/topics/devops/what-is-ci-cd,,ARTIGO
Entrega e integração contínuas (CI/CD),Sobre integração contínua,https://docs.github.com/pt/actions/automating-builds-and-tests/about-continuous-integration,,ARTIGO
Entrega e integração contínuas (CI/CD),Código Fonte TV: Pipeline (CD/CI) | Dicionário do Programador,https://www.youtube.com/watch?v=AZtTd3pFVTY,,YOUTUBE
Entrega e integração contínuas (CI/CD),Entrega e integração contínua de aplicações Vue,https://www.alura.com.br/artigos/entrega-e-integracao-continua-de-aplicacoes-vue,,ARTIGO
Entrega e integração contínuas (CI/CD),GitOps: o que é?,https://www.alura.com.br/artigos/o-que-e-git-ops,,ARTIGO
Entrega e integração contínuas (CI/CD),Tipos de testes: quais os principais e por que utilizá-los?,https://www.alura.com.br/artigos/tipos-de-testes-principais-por-que-utiliza-los,,ARTIGO
Entrega e integração contínuas (CI/CD),"Integração Contínua, Deploy Contínuo e Github Actions",https://cursos.alura.com.br/extra/hipsterstech/integracao-continua-deploy-continuo-e-github-actions-hipsters-213-a335,,PODCAST
Entrega e integração contínuas (CI/CD),Testes Automatizados,https://cursos.alura.com.br/extra/hipsterstech/testes-automatizados-hipsters-51-a535,,PODCAST
Entrega e integração contínuas (CI/CD),Curso Integração Contínua: mais qualidade e menos risco no desenvolvimento,https://cursos.alura.com.br/course/desenvolvimento-software-integracao-continua,6,CURSO
Entrega e integração contínuas (CI/CD),Curso Entrega Contínua: confiabilidade e qualidade na implantação de software,https://cursos.alura.com.br/course/entrega-continua-confiabilidade-qualidade,8,CURSO
Entrega e integração contínuas (CI/CD),Formação: Integração Contínua e Entrega Contínua,https://cursos.alura.com.br/formacao-integracao-continua-entrega-continua,50,CURSO
SQL - Fundamentos,SQL — O que é e como funciona na prática?,https://medium.com/pravaler-digital-team/sql-o-que-%C3%A9-e-como-funciona-na-pr%C3%A1tica-6ae7a322554a,,ARTIGO
SQL - Fundamentos,SQL: comandos básicos,https://medium.com/nerdzao/sql-comandos-b%C3%A1sicos-483a8dc12909,,ARTIGO
SQL - Fundamentos,CreateSe: Comandos básicos do SQL,https://www.youtube.com/watch?v=_rZxrqn0X-4,,YOUTUBE
SQL - Fundamentos,O que é SQL?,https://www.alura.com.br/artigos/o-que-e-sql,,ARTIGO
SQL - Fundamentos,"SQL JOIN: Aprenda INNER, LEFT, RIGHT, FULL e CROSS",https://www.alura.com.br/artigos/join-em-sql,,ARTIGO
SQL - Fundamentos,Alura: O que é SQL e NoSQL?,https://www.youtube.com/watch?v=aure5d3B88g,,YOUTUBE
SQL - Fundamentos,Formação Conhecendo SQL,https://www.alura.com.br/formacao-conhecendo-sql,41,CURSO
SQL - Fundamentos,Curso SQL com MySQL: manipule e consulte dados,https://cursos.alura.com.br/course/mysql-manipule-dados-com-sql,8,CURSO
SQL - Fundamentos,Formação SQL com MySQL Server da Oracle,https://cursos.alura.com.br/formacao-oracle-mysql,42,CURSO
SQL - Fundamentos,SQL e NoSQL: trabalhando com bancos relacionais e não relacionais,https://www.alura.com.br/artigos/sql-nosql-bancos-relacionais-nao-relacionais,,ARTIGO
SQL - Fundamentos,Microsoft SQL Server 2022: conhecendo SQL,https://cursos.alura.com.br/course/microsoft-sql-server-conhecendo-sql,8,CURSO
SQL - Fundamentos,Curso de PostgreSQL,https://cursos.alura.com.br/course/introducao-postgresql-primeiros-passos,8,CURSO
SQL - Fundamentos,SQL com Oracle Database: manipule e consulte dados,https://cursos.alura.com.br/course/introducao-sql-oracle-manipule-consulte-dados,12,CURSO
SQL - Fundamentos,SQL e MySQL,https://cursos.alura.com.br/extra/hipsterstech/sql-e-mysql-hipsters-ponto-tech-404-a9270,,PODCAST
Engenharia de Confiabilidade de Sites (SRE),AWS: O que é engenharia de confiabilidade dos sites?,https://aws.amazon.com/pt/what-is/sre/,,SITE
Engenharia de Confiabilidade de Sites (SRE),Google Cloud: Medição de DevOps - monitoramento e observabilidade,https://cloud.google.com/architecture/devops/devops-measurement-monitoring-and-observability?hl=pt-br,,SITE
Engenharia de Confiabilidade de Sites (SRE),Red Hat: O que é Jaeger?,https://www.redhat.com/pt-br/topics/microservices/what-is-jaeger,,SITE
Engenharia de Confiabilidade de Sites (SRE),Conceitos de DevOps e SRE,https://medium.com/sysadminas/conceitos-de-devops-e-sre-bbb05bb3c9fe,,ARTIGO
Engenharia de Confiabilidade de Sites (SRE),Google Cloud Events: Introdução ao Site Reliability Engineering (SRE),https://www.youtube.com/watch?v=DNuSRFIAgxQ&ab_channel=GoogleCloudEvents,,YOUTUBE
Engenharia de Confiabilidade de Sites (SRE),Estudando Devops: O que é DevOps? | O que é SRE?,https://www.youtube.com/watch?v=E__bROyybgc,,YOUTUBE
Engenharia de Confiabilidade de Sites (SRE),IBM Technology: Observability vs. APM vs. Monitoring (inglês),https://www.youtube.com/watch?v=CAQ_a2-9UOI,,YOUTUBE
Engenharia de Confiabilidade de Sites (SRE),SRE: Site Reliability Engineering – Hipsters #187,https://www.hipsters.tech/sre-site-reliability-engineering-hipsters-187/,,PODCAST
Engenharia de Confiabilidade de Sites (SRE),"SRE, Segurança e DevOps no Pipefy - Hipsters On The Road #25",https://www.hipsters.tech/sre-seguranca-e-devops-no-pipefy-hipsters-on-the-road-25/,,PODCAST
Engenharia de Confiabilidade de Sites (SRE),Observabilidade no Itaú – Hipsters Ponto Tech #334,https://www.hipsters.tech/observabilidade-no-itau-hipsters-ponto-tech-334/,,PODCAST
Engenharia de Confiabilidade de Sites (SRE),Ferramentas de Monitoramento e Observabilidade - Hipsters Ponto Tech #281,https://www.alura.com.br/podcast/hipsterstech-ferramentas-de-monitoramento-e-observabilidade-hipsters-ponto-tech-281-a1317,,PODCAST
Engenharia de Confiabilidade de Sites (SRE),SRE - Engenharia de Confiabilidade de Sites,https://www.alura.com.br/videos/sre-engenharia-de-confiabilidade-de-sites-c1112,24,CURSO
Engenharia de Confiabilidade de Sites (SRE),Curso SRE: entenda a confiabilidade dos sistemas,https://cursos.alura.com.br/course/sre-entenda-confiabilidade-sistemas,8,CURSO
Engenharia de Confiabilidade de Sites (SRE),Curso Observabilidade: coletando métricas de uma aplicação com Prometheus,https://www.alura.com.br/curso-online-observabilidade-prometheus,10,CURSO
Engenharia de Confiabilidade de Sites (SRE),"Curso Monitoramento: Prometheus, Grafana e Alertmanager",https://www.alura.com.br/curso-online-monitoramento-prometheus-grafana-alertmanager,12,CURSO
Engenharia de Confiabilidade de Sites (SRE),Curso Confiabilidade: garantindo o estado de integridade de sistemas através de logs,https://www.alura.com.br/curso-online-confiabilidade-garantindo-estado-integridade,10,CURSO
Engenharia de Confiabilidade de Sites (SRE),Curso Confiabilidade: centralizando logs com Grafana Loki,https://www.alura.com.br/curso-online-confiabilidade-centralizando-logs-grafana-loki,12,CURSO
Engenharia de Confiabilidade de Sites (SRE),Curso Rastreamento: fazendo tracing com Jaeger e OpenTelemetry,https://www.alura.com.br/curso-online-rastreamento-tracing-jaeger-opentelemetry,8,CURSO
Engenharia de Confiabilidade de Sites (SRE),Formação SRE,https://www.alura.com.br/formacao-sre,62,CURSO
Arquitetura de Microsserviços,Baixar esse guia,https://github.com/alura/techguide/blob/main/_data/downloadFiles/PT_BR/devops.md,,
Arquitetura de Microsserviços,Google Cloud: O que é a arquitetura de microsserviços?,https://cloud.google.com/learn/what-is-microservices-architecture?hl=pt-br,,ARTIGO
Arquitetura de Microsserviços,Amazon: O que são microsserviços?,https://aws.amazon.com/pt/microservices/,,ARTIGO
Arquitetura de Microsserviços,Otavio Lemos: Microsserviços | O mínimo que você precisa saber,https://www.youtube.com/watch?v=eN8dFfTrEtQ,,YOUTUBE
Arquitetura de Microsserviços,Douglas Mugnos: O que é arquitetura de microsserviços? Como ela funciona?,https://www.youtube.com/watch?v=_Oyy5PFOIcU,,YOUTUBE
Arquitetura de Microsserviços,Hipsters.tech: TechGuide - Microsserviços – Hipsters Ponto Tech #349,https://www.hipsters.tech/techguide-microsservicos-hipsters-ponto-tech-349/,,PODCAST
Arquitetura de Microsserviços,Alura: O que são Microsserviços?,https://www.youtube.com/watch?v=jSnLOoGjQ80,,YOUTUBE
Arquitetura de Microsserviços,Hipsters.tech: Microserviços - Hipsters 17,https://www.alura.com.br/podcast/microservicos-hipsters-17-a569,,PODCAST
Arquitetura de Microsserviços,Hipsters.tech: Microsserviços na Caelum - Hipsters On The Road 6,https://www.alura.com.br/podcast/microsservicos-na-caelum-hipsters-on-the-road-6-a436,,PODCAST
Arquitetura de Microsserviços,Hipsters.tech: Microsserviços autônomos na Usabilla - Hipsters On The Road 10,https://www.alura.com.br/podcast/microsservicos-autonomos-na-usabilla-hipsters-on-the-road-10-a424,,PODCAST
Arquitetura de Microsserviços,Alura+: O que são Microsserviços?,https://cursos.alura.com.br/extra/alura-mais/o-que-sao-microsservicos--c699,,SITE
Arquitetura de Microsserviços,Alura+: Tipos de Microservices,https://cursos.alura.com.br/extra/alura-mais/tipos-de-microservices-c698,,SITE
Arquitetura de Microsserviços,Curso Microsserviços: padrões de projeto,https://cursos.alura.com.br/course/microsservicos-padroes-projeto,6,CURSO
Arquitetura de Microsserviços,Curso Microsserviços: explorando os conceitos,https://cursos.alura.com.br/course/fundamentos-microsservicos-aprofundando-conceitos,8,CURSO
Arquitetura de Microsserviços,Curso Microsserviços na prática: entendendo a tomada de decisões,https://cursos.alura.com.br/course/Microsservicos-pratica-tomada-decisoes,8,CURSO
"Firewalls, IDS e IPS",Baixar esse guia,https://github.com/alura/techguide/blob/main/_data/downloadFiles/PT_BR/devops.md,,
"Firewalls, IDS e IPS",pfSense,https://www.pfsense.org/,,SITE
"Firewalls, IDS e IPS",UFW: Descomplicando o Firewall,https://medium.com/permalink-univesp/ufw-descomplicando-o-firewall-83159d85b57a,,ARTIGO
"Firewalls, IDS e IPS",O que é e por que usar um firewall Pfsense pra sua rede?,https://phbols.medium.com/o-que-%C3%A9-e-por-que-usar-um-firewall-pfsense-pra-sua-rede-35813c7ef2e,,ARTIGO
"Firewalls, IDS e IPS",IPTABLES VS NFTABLES,https://medium.com/@nayara.watanuki/iptables-vs-nftables-883e3afc8e83,,ARTIGO
"Firewalls, IDS e IPS",Sistemas de detecção de intrusos e sistemas de prevenção de intrusos,https://medium.com/mobicareofficial/sistemas-de-detec%C3%A7%C3%A3o-e-de-preven%C3%A7%C3%A3o-de-intrusos-princ%C3%ADpios-e-aplica%C3%A7%C3%A3o-de-entropia-9a33680f3948,,ARTIGO
"Firewalls, IDS e IPS",Learning More about IPS and IDS,https://gupta-bless.medium.com/learning-more-about-ips-and-ids-ef6d859c2ab3,,ARTIGO
"Firewalls, IDS e IPS",Firewall com Iptables: Teoria e Prática,https://www.youtube.com/watch?v=_xIuY_3EQ2o,,YOUTUBE
"Firewalls, IDS e IPS",iptables Complete Guide,https://www.youtube.com/watch?v=6Ra17Qpj68c,,YOUTUBE
"Firewalls, IDS e IPS",[FIAP] Cyber Security Fundamentals & Skills,https://www.fiap.com.br/shift/curso/tecnologia/cyber-security-fundamentals-e-skills-online/,,CURSO
"Firewalls, IDS e IPS",[FIAP] CSO Cyber Security Officer,https://www.fiap.com.br/shift/imersao/tecnologia/cso-cyber-security-officer-remoto/,,CURSO
Internet das Coisas (IoT) - Fundamentos,Baixar esse guia,https://github.com/alura/techguide/blob/main/_data/downloadFiles/PT_BR/devops.md,,
Internet das Coisas (IoT) - Fundamentos,Arduino,https://www.arduino.cc/,,SITE
Internet das Coisas (IoT) - Fundamentos,Raspberry Pi (inglês),https://www.raspberrypi.com/,,SITE
Internet das Coisas (IoT) - Fundamentos,Raspberry Pi Foundation (inglês),https://www.raspberrypi.org/,,SITE
Internet das Coisas (IoT) - Fundamentos,Internet das Coisas: entenda o que é e veja exemplos de suas aplicações,https://medium.com/system-it-solutions/internet-das-coisas-o-que-e-exemplos-b82855d1a969,,ARTIGO
Internet das Coisas (IoT) - Fundamentos,"Uso da IoT, big data e inteligência artificial nas capacidades dinâmicas e seus microfundamentos",https://repositorio.ucp.pt/handle/10400.14/25384,,ARTIGO
Internet das Coisas (IoT) - Fundamentos,IOTA Development Roadmap,https://medium.com/iotatangle/iota-development-roadmap-74741f37ed01,,ARTIGO
Internet das Coisas (IoT) - Fundamentos,Arduino for Web Developers,https://medium.com/hackernoon/arduino-for-web-developers-deb7bd1841c1,,ARTIGO
Internet das Coisas (IoT) - Fundamentos,Laboratório da Julia: IoT para iniciantes,https://www.youtube.com/watch?v=-ym9zvsQsOo,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,Engenharia Detalhada: TUDO sobre a IOT,https://www.youtube.com/watch?v=2TXOZFmhGGo,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,Código Fonte TV: IoT (Internet das Coisas),https://www.youtube.com/watch?v=qNHydTYkfcg,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,Brincando com Ideias: Arduino IOT Cloud - A Internet das Coisas fácil,https://www.youtube.com/watch?v=qZTMrj_w2Hk,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,Arduino MINÚSCULO com INTELIGÊNCIA ARTIFICIAL?,http://www.youtube.com/watch?v=8GoT_1WF3Ss,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,MD DIGITAL PODCAST: Internet das Coisas (IOT) - Five14Cast #011,https://www.youtube.com/watch?v=GRfEdvuMZIU,,YOUTUBE
Internet das Coisas (IoT) - Fundamentos,Introduction to IoT,https://www.netacad.com/pt-br/courses/iot/introduction-iot,4,CURSO
Internet das Coisas (IoT) - Fundamentos,IoT Fundamentals,https://www.netacad.com/pt-br/courses/iot/iot-fundamentals,4,CURSO
Internet das Coisas (IoT) - Fundamentos,Segurança de IoT,https://www.netacad.com/pt-br/courses/cybersecurity/iot-security,,CURSO
Internet das Coisas (IoT) - Fundamentos,Hipsters #140: Automação residencial,https://cursos.alura.com.br/extra/hipsterstech/automacao-residencial-hipsters-140-a441,,PODCAST
Internet das Coisas (IoT) - Fundamentos,Hipsters On The Road #51: IoT e débito técnico na Cobli,https://cursos.alura.com.br/extra/hipsterstech/iot-e-debito-tecnico-na-cobli-hipsters-on-the-road-51-a778,,PODCAST
Internet das Coisas (IoT) - Fundamentos,Como a IoT (Internet das Coisas) está revolucionando o setor industrial,https://www.alura.com.br/empresas/artigos/internet-das-coisas,,ARTIGO
DevSecOps,Baixar esse guia,https://github.com/alura/techguide/blob/main/_data/downloadFiles/PT_BR/devops.md,,
DevSecOps,RedHat: DevSecOps,https://www.redhat.com/pt-br/topics/devops/what-is-devsecops,,SITE
DevSecOps,Amazon AWS: O que é DevSecOps?,https://aws.amazon.com/pt/what-is/devsecops/,,SITE
DevSecOps,DevSecOps: vamos falar tecnicamente?,https://medium.com/porto-seguro/devsecops-vamos-falar-tecnicamente-c14c10da3a6a,,ARTIGO
DevSecOps,Código Fonte TV: DevSecOps (Segurança no Ciclo de Desenvolvimento de Software) // Dicionário do Programador,https://www.youtube.com/watch?v=CCp30BD9uRo&ab_channel=C%C3%B3digoFonteTV,,YOUTUBE
DevSecOps,Sobrinho de TI: Entenda o que é DevOps e DevSecOps,https://www.youtube.com/watch?v=Crm6IuKnsng&ab_channel=SobrinhodeTI,,YOUTUBE
DevSecOps,Formação Desenvolvimento Seguro,https://cursos.alura.com.br/formacao-desenvolvimento-seguro,45,CURSO
HTML - Fundamentos,MDN Web Docs: HTML básico,https://developer.mozilla.org/pt-BR/docs/Learn/Getting_started_with_the_web/HTML_basics,,SITE
HTML - Fundamentos,Rafaella Ballerini: 5 MINUTOS DE HTML PARA INICIAR EM PROGRAMAÇÃO!,https://www.youtube.com/watch?v=3oSIqIqzN3M,,YOUTUBE
HTML - Fundamentos,Rafaella Ballerini: LANDING PAGE COM HTML e CSS!,https://www.youtube.com/watch?v=llF6vD-RljE,,YOUTUBE
HTML - Fundamentos,Rafaella Ballerini: FORMULÁRIOS COM HTML e CSS!,https://www.youtube.com/watch?v=wwqOJ2o84S4,,YOUTUBE
HTML - Fundamentos,"HTML: o que é, a importância para a Web, como aprender e um Guia para iniciantes",https://www.alura.com.br/artigos/html,,ARTIGO
HTML - Fundamentos,ALURA+Alura+: Fazendo deploy de um projeto na Vercel,https://cursos.alura.com.br/extra/alura-mais/fazendo-deploy-de-um-projeto-na-vercel-c9239,,
HTML - Fundamentos,"HTML, CSS e Javascript, quais as diferenças?",https://www.alura.com.br/artigos/html-css-e-js-definicoes,,ARTIGO
HTML - Fundamentos,Formação HTML e CSS,https://www.alura.com.br/formacao-html-e-css,53,CURSO
HTML - Fundamentos,"Apostila: Desenvolvimento Web com HTML, CSS e JavaScript",https://www.alura.com.br/apostila-html-css-javascript,,CURSO
HTML - Fundamentos,7 Days of Code: HTML e CSS,https://7daysofcode.io/matricula/html-css,,DESAFIO
CSS - Fundamentos,MDN Web Docs: Iniciando com CSS,https://developer.mozilla.org/pt-BR/docs/Learn/CSS/First_steps/Getting_started,,SITE
CSS - Fundamentos,MDN Web Docs: Seletores,https://developer.mozilla.org/pt-BR/docs/Learn/CSS/Building_blocks/Selectors,,SITE
CSS - Fundamentos,MDN Web Docs: Cascata e herança,https://developer.mozilla.org/pt-BR/docs/Learn/CSS/Building_blocks/Cascade_and_inheritance,,SITE
CSS - Fundamentos,MDN Web Docs: Propriedade 'display',https://developer.mozilla.org/pt-BR/docs/Web/CSS/display,,SITE
CSS - Fundamentos,MDN Web Docs: Conceitos básicos de Flexbox,https://developer.mozilla.org/pt-BR/docs/Web/CSS/CSS_Flexible_Box_Layout/Basic_Concepts_of_Flexbox,,SITE
CSS - Fundamentos,MDN Web Docs: Grid Layout,https://developer.mozilla.org/pt-BR/docs/Web/CSS/CSS_Grid_Layout/Basic_Concepts_of_Grid_Layout,,SITE
CSS - Fundamentos,"Entendendo CSS: Display Inline, Block e Inline-Block",https://dev.to/sucodelarangela/entendendo-css-display-inline-block-e-inline-block-lic,,ARTIGO
CSS - Fundamentos,Entendendo CSS: Pseudo-Classes e Pseudo-Elementos,https://dev.to/sucodelarangela/entendendo-css-pseudo-classes-e-pseudo-elementos-b83,,ARTIGO
CSS - Fundamentos,Como aplicar opacidade em background-image sem afetar textos,https://dev.to/sucodelarangela/como-aplicar-opacidade-em-background-image-sem-afetar-textos-31fj,,ARTIGO
CSS - Fundamentos,Rafaella Ballerini: O QUE É CSS?,https://www.youtube.com/watch?v=LWU2OR19ZG4,,YOUTUBE
CSS - Fundamentos,Rafaella Ballerini: FLEXBOX CSS! Como posicionar elementos na página web - parte 1,https://www.youtube.com/watch?v=KbjLtEgmZ_E,,YOUTUBE
CSS - Fundamentos,Rafaella Ballerini: FLEXBOX CSS! Como posicionar elementos na página web - parte 2,https://www.youtube.com/watch?v=hjz6ezV9_uc,,YOUTUBE
